Epoch,Top-1 Accuracy
1,20.0
2,43.529411764705884
3,43.529411764705884
4,45.88235294117647
5,50.588235294117645
6,56.470588235294116
7,58.23529411764706
8,47.64705882352941
9,59.411764705882355
10,62.94117647058823
11,71.17647058823529
12,64.70588235294117
13,74.11764705882354
14,65.29411764705883
15,74.11764705882354
16,68.23529411764706
17,71.17647058823529
18,74.70588235294117
19,72.94117647058823
20,76.47058823529412
21,62.94117647058823
22,75.29411764705883
23,80.0
24,83.52941176470588
25,79.41176470588235
26,75.88235294117646
27,83.52941176470588
28,76.47058823529412
29,83.52941176470588
30,85.29411764705883
31,78.82352941176471
32,74.70588235294117
33,85.88235294117646
34,84.11764705882354
35,85.29411764705883
36,81.17647058823529
37,84.70588235294117
38,86.47058823529412
39,86.47058823529412
40,87.6470588235294
41,88.23529411764706
42,85.88235294117646
43,77.05882352941177
44,88.82352941176471
45,88.82352941176471
46,90.0
47,85.88235294117646
48,89.41176470588235
49,91.76470588235294
50,85.29411764705883
51,92.3529411764706
52,91.76470588235294
53,82.94117647058823
54,81.17647058823529
55,84.70588235294117
56,92.3529411764706
57,92.94117647058823
58,90.58823529411765
59,88.23529411764706
60,90.0
61,93.52941176470588
62,85.29411764705883
63,92.3529411764706
64,87.6470588235294
65,93.52941176470588
66,91.17647058823529
67,86.47058823529412
68,86.47058823529412
69,92.3529411764706
70,87.05882352941177
71,93.52941176470588
72,92.94117647058823
73,91.17647058823529
74,89.41176470588235
75,91.76470588235294
76,92.94117647058823
77,94.11764705882354
78,91.76470588235294
79,91.76470588235294
80,83.52941176470588
81,87.6470588235294
82,84.70588235294117
83,94.70588235294117
84,89.41176470588235
85,95.29411764705883
86,92.3529411764706
87,93.52941176470588
88,94.11764705882354
89,94.11764705882354
90,91.17647058823529
91,93.52941176470588
92,96.47058823529412
93,97.05882352941177
94,94.70588235294117
95,89.41176470588235
96,94.70588235294117
97,95.29411764705883
98,94.70588235294117
99,96.47058823529412
100,94.11764705882354
